actor_slug,type,title,url,captured_at,note
elesco-agder-as-grimstad,map,Google Maps,https://maps.google.com/?cid=3074108595753721271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
greenphones-as-tvedestrand,website,Offisiell nettside,http://www.greenphones.no/,2026-04-15,
greenphones-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=12998618850308628102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
databutikken-evje-as-evje,website,Offisiell nettside,http://www.dataevje.no/,2026-04-15,
databutikken-evje-as-evje,map,Google Maps,https://maps.google.com/?cid=11997340576973897669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
datahjelp-nedenes,website,Offisiell nettside,http://www.datahjelp.no/,2026-04-15,
datahjelp-nedenes,map,Google Maps,https://maps.google.com/?cid=16116532841252166349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elon-arendal-arendal,website,Offisiell nettside,https://www.elon.no/butikker/arendal/elon-arendal,2026-04-15,
elon-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=17649175372551221605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elkjop-arendal-arendal,website,Offisiell nettside,https://www.elkjop.no/?utm_source=google&utm_medium=organic&utm_campaign=1002,2026-04-15,
elkjop-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=12115824174887404183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elkjop-phonehouse-arendal-arendal,website,Offisiell nettside,https://www.elkjop.no/store/elkjop-phonehouse-arendal,2026-04-15,
elkjop-phonehouse-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=16213377715331421298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
power-arendal-arendal,website,Offisiell nettside,https://www.power.no/,2026-04-15,
power-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=1317533951146631938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
alti-arendal-arendal,website,Offisiell nettside,https://alti.no/arendal?utm_source=google&utm_medium=infoboks&utm_campaign=gmb,2026-04-15,
alti-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=4439641847596667862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
agder-industrielektronikk-as-arendal,website,Offisiell nettside,http://www.aie-as.no/,2026-04-15,
agder-industrielektronikk-as-arendal,map,Google Maps,https://maps.google.com/?cid=18180989429997164345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
power-grimstad-grimstad,website,Offisiell nettside,https://www.power.no/,2026-04-15,
power-grimstad-grimstad,map,Google Maps,https://maps.google.com/?cid=14039850441965028562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
godata-as-grimstad,website,Offisiell nettside,http://www.godata.no/,2026-04-15,
godata-as-grimstad,map,Google Maps,https://maps.google.com/?cid=17173633826502586988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
jp-thygesen-as-sjekkpunkt-bilverksted-grimstad,website,Offisiell nettside,http://www.jpthygesen.no/,2026-04-15,
jp-thygesen-as-sjekkpunkt-bilverksted-grimstad,map,Google Maps,https://maps.google.com/?cid=4850752731123841375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
grimstad-chiptuning-as-grimstad,website,Offisiell nettside,http://www.gctuning.no/,2026-04-15,
grimstad-chiptuning-as-grimstad,map,Google Maps,https://maps.google.com/?cid=8884931334703735292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
hauglid-data-as-tvedestrand,website,Offisiell nettside,http://www.hkd.no/,2026-04-15,
hauglid-data-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=9687677198851785298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
pcsalg-as-tvedestrand,website,Offisiell nettside,https://pcsalg.as/,2026-04-15,
pcsalg-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=13658862116103495392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elkjop-tvedestrand-tvedestrand,website,Offisiell nettside,https://www.elkjop.no/?utm_source=google_location&utm_medium=organic&utm_campaign=1281,2026-04-15,
elkjop-tvedestrand-tvedestrand,map,Google Maps,https://maps.google.com/?cid=3913905243399934768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
goon-cave-67-risor,map,Google Maps,https://maps.google.com/?cid=14638665576689540427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elesco-tvedestrand-tvedestrand,website,Offisiell nettside,http://www.elescotvedestrand.no/,2026-04-15,
elesco-tvedestrand-tvedestrand,map,Google Maps,https://maps.google.com/?cid=15107452542452912952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
power-risor-risor,website,Offisiell nettside,https://www.power.no/,2026-04-15,
power-risor-risor,map,Google Maps,https://maps.google.com/?cid=13300423635792007805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sjosenteret-risor-as-risor,website,Offisiell nettside,https://sjosenteret.no/,2026-04-15,
sjosenteret-risor-as-risor,map,Google Maps,https://maps.google.com/?cid=1038881143502950961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
hr-bildeler-risor-sjekkpunkt-bilverksted-risor,website,Offisiell nettside,http://www.hrbildeler.no/,2026-04-15,
hr-bildeler-risor-sjekkpunkt-bilverksted-risor,map,Google Maps,https://maps.google.com/?cid=5426151947086964382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
reinertsen-dataservice-as-hamresanden,website,Offisiell nettside,https://reinertsen.net/,2026-04-15,
reinertsen-dataservice-as-hamresanden,map,Google Maps,https://maps.google.com/?cid=3385199771403238376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
extra-grimstad-grimstad,website,Offisiell nettside,https://www.coop.no/butikker/extra/extra-grimstad-2725,2026-04-15,
extra-grimstad-grimstad,map,Google Maps,https://maps.google.com/?cid=9904865257870519352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
joker-grimstad-grimstad,website,Offisiell nettside,https://joker.no/Finn-butikk/Joker-Grimstad/,2026-04-15,
joker-grimstad-grimstad,map,Google Maps,https://maps.google.com/?cid=10355183743419194936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
nilsen-tv-service-arendal,map,Google Maps,https://maps.google.com/?cid=10496408914435447050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
terjesen-elektronikk-arendal,website,Offisiell nettside,http://www.terjesenelektronikk.no/,2026-04-15,
terjesen-elektronikk-arendal,map,Google Maps,https://maps.google.com/?cid=2656909377258208665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elektroimportoren-arendal-arendal,website,Offisiell nettside,https://www.elektroimportoren.no/,2026-04-15,
elektroimportoren-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=5369812248779438511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
centrum-elektro-as-arendal,website,Offisiell nettside,https://www.centrum-elektro.no/,2026-04-15,
centrum-elektro-as-arendal,map,Google Maps,https://maps.google.com/?cid=3394360264725008366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
bravida-arendal-elektro-service-arendal,website,Offisiell nettside,https://www.eea.no/,2026-04-15,
bravida-arendal-elektro-service-arendal,map,Google Maps,https://maps.google.com/?cid=4522748076324021833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
richard-andersen-elektro-arendal-arendal,website,Offisiell nettside,http://dinelektriker.com/,2026-04-15,
richard-andersen-elektro-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=12892050039508014263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
arendal-sound-arendal,website,Offisiell nettside,http://www.arendalsound.com/,2026-04-15,
arendal-sound-arendal,map,Google Maps,https://maps.google.com/?cid=1529565709822906261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
batteri-elektro-as-mekonomen-arendal,website,Offisiell nettside,http://batterielektro.no/,2026-04-15,
batteri-elektro-as-mekonomen-arendal,map,Google Maps,https://maps.google.com/?cid=1945013325843643330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
agder-el-installasjon-arendal-arendal,website,Offisiell nettside,http://aei.no/,2026-04-15,
agder-el-installasjon-arendal-arendal,map,Google Maps,https://maps.google.com/?cid=10039635272320578354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elon-grimstad-grimstad,website,Offisiell nettside,https://www.elon.no/butikker/grimstad/elon-grimstad,2026-04-15,
elon-grimstad-grimstad,map,Google Maps,https://maps.google.com/?cid=13850273257319909832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
agder-el-installasjon-as-grimstad,website,Offisiell nettside,https://aei.no/,2026-04-15,
agder-el-installasjon-as-grimstad,map,Google Maps,https://maps.google.com/?cid=2180058320554233514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
asen-elektroservice-as-grimstad,website,Offisiell nettside,https://www.elektroservice.as/,2026-04-15,
asen-elektroservice-as-grimstad,map,Google Maps,https://maps.google.com/?cid=3601995285078004575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
grimstad-elektro-as-roresand,website,Offisiell nettside,http://www.grimstadelektro.no/,2026-04-15,
grimstad-elektro-as-roresand,map,Google Maps,https://maps.google.com/?cid=7443433041187661818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
ingeman-stad-agder-musikk-grimstad,map,Google Maps,https://maps.google.com/?cid=10340344585073247069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
grimstad-lyd-og-bildeservice-ans-grimstad,map,Google Maps,https://maps.google.com/?cid=1462562715296333718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elektrofiks-as-vennesla,website,Offisiell nettside,http://www.elektrofiks.no/,2026-04-15,
elektrofiks-as-vennesla,map,Google Maps,https://maps.google.com/?cid=2046639163449775647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
rhe-risor-heis-og-elektroservice-risor,website,Offisiell nettside,http://www.risorelektro.no/,2026-04-15,
rhe-risor-heis-og-elektroservice-risor,map,Google Maps,https://maps.google.com/?cid=16285878394411195476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
tvedestrand-elektro-as-downlights-el-bil-lader-el-bil-lader-elektrisk-bil-lader-tvedestrand,website,Offisiell nettside,http://www.tvedestrandelektro.no/,2026-04-15,
tvedestrand-elektro-as-downlights-el-bil-lader-el-bil-lader-elektrisk-bil-lader-tvedestrand,map,Google Maps,https://maps.google.com/?cid=16313493231498769845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
rta-as-risor,website,Offisiell nettside,http://www.rta.no/,2026-04-15,
rta-as-risor,map,Google Maps,https://maps.google.com/?cid=2823464756757637537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
fagelektro-as-tvedestrand,website,Offisiell nettside,https://fagelektro.no/?utm_source=google&utm_medium=bedriftsprofil,2026-04-15,
fagelektro-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=13894430698073290263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
staerk-elektro-as-tvedestrand,website,Offisiell nettside,https://www.starkelektro.no/,2026-04-15,
staerk-elektro-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=13459080413597693532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
tempe-as-risor,website,Offisiell nettside,https://www.tempe.no/,2026-04-15,
tempe-as-risor,map,Google Maps,https://maps.google.com/?cid=17872744178894250617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
elektro-skagerrak-as-risor,website,Offisiell nettside,http://www.elektro-skagerrak.no/,2026-04-15,
elektro-skagerrak-as-risor,map,Google Maps,https://maps.google.com/?cid=7246664234463282759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
macdonald-it-tjenester-risor,map,Google Maps,https://maps.google.com/?cid=13985363686384929296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
safe-control-fdv-as-tvedestrand,website,Offisiell nettside,https://www.safecontrol.no/,2026-04-15,
safe-control-fdv-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=15800383017066138596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
bademiljo-risor-paulsen-sonn-as-risor,website,Offisiell nettside,https://www.bademiljo.no/finn-rorlegger-og-butikk/agder/paulsen-og-sonn-as/?utm_source=gmb_bademiljo_paulsen_sonn_risor&utm_medium=gmb&utm_campaign=klikket_gmb_lenke&utm_id=gmb_klikk_gmb,2026-04-15,
bademiljo-risor-paulsen-sonn-as-risor,map,Google Maps,https://maps.google.com/?cid=10737348000298093828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
bvs-klima-ror-tvedestrand,website,Offisiell nettside,https://www.bv-vvs.no/,2026-04-15,
bvs-klima-ror-tvedestrand,map,Google Maps,https://maps.google.com/?cid=3809049847038013577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
jakt-og-fritid-as-tvedestrand,website,Offisiell nettside,http://www.jaktogfritid.no/,2026-04-15,
jakt-og-fritid-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=3523300384457756135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
brodrene-vatne-tvedestrand-tvedestrand,website,Offisiell nettside,https://www.vvseksperten.no/rorlegger/tvedestrand/brodrene-vatne-as,2026-04-15,
brodrene-vatne-tvedestrand-tvedestrand,map,Google Maps,https://maps.google.com/?cid=6898353699342131292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sundebru-sundebru,map,Google Maps,https://maps.google.com/?cid=8334812966378363233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
rorleggermester-kjetil-bringsverd-vvs-as-avd-tvedestrand-tvedestrand,website,Offisiell nettside,https://kjetilbringsverdvvs.no/,2026-04-15,
rorleggermester-kjetil-bringsverd-vvs-as-avd-tvedestrand-tvedestrand,map,Google Maps,https://maps.google.com/?cid=9332017505634924172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
autoblikk-staubo,website,Offisiell nettside,https://autoblikk.no/,2026-04-15,
autoblikk-staubo,map,Google Maps,https://maps.google.com/?cid=11566518378086224594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
rorleggerfirma-erling-olsen-as-tvedestrand,website,Offisiell nettside,http://erlingolsen.no/,2026-04-15,
rorleggerfirma-erling-olsen-as-tvedestrand,map,Google Maps,https://maps.google.com/?cid=2424255656184756670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
risor-taxi-ans-risor,map,Google Maps,https://maps.google.com/?cid=15295791020625935172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
bondekompaniet-tvedestrand-tvedestrand,website,Offisiell nettside,http://www.bondekompaniet.no/,2026-04-15,
bondekompaniet-tvedestrand-tvedestrand,map,Google Maps,https://maps.google.com/?cid=14917817042109024578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sb-vvs-tvedestrand,map,Google Maps,https://maps.google.com/?cid=7882079991607055218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
stoa-elektronikk-as-fevik,website,Offisiell nettside,http://www.stoaelektronikk.no/,2026-04-15,
stoa-elektronikk-as-fevik,map,Google Maps,https://maps.google.com/?cid=17488658828741466335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
hydron-as-arendal,website,Offisiell nettside,https://hydron.no/,2026-04-15,
hydron-as-arendal,map,Google Maps,https://maps.google.com/?cid=14961511689826630416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
grisen-storsenter-tvedestrand,website,Offisiell nettside,https://alti.no/grisen-storsenter/,2026-04-15,
grisen-storsenter-tvedestrand,map,Google Maps,https://maps.google.com/?cid=1143375068868865758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
stemningsfullt-tvedestrand,map,Google Maps,https://maps.google.com/?cid=8946651954148624448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sourceit-risor,website,Offisiell nettside,http://sourceit.no/,2026-04-15,
sourceit-risor,map,Google Maps,https://maps.google.com/?cid=18090241626167963351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
haefashion-tvedestrand,website,Offisiell nettside,https://haefashion.no/,2026-04-15,
haefashion-tvedestrand,map,Google Maps,https://maps.google.com/?cid=842601087878633461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
a-ventilasjon-as-songe,map,Google Maps,https://maps.google.com/?cid=3658283069657393416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
rorlegger-jensen-as-staubo,website,Offisiell nettside,https://www.rorkjop.no/finn-rorlegger/agder/arendal/rorlegger-jensen-as?srsltid=AfmBOoqnt3ygQleIfVjvmh-7ik43rmpA50XAxt9eAoQZU3APizM_Z-u_,2026-04-15,
rorlegger-jensen-as-staubo,map,Google Maps,https://maps.google.com/?cid=13799159204343558524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
kiwi-risor-risor,map,Google Maps,https://maps.google.com/?cid=14069660060336162271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sorlandet-vvs-as-froland,website,Offisiell nettside,https://www.sorlandetvvs.no/,2026-04-15,
sorlandet-vvs-as-froland,map,Google Maps,https://maps.google.com/?cid=4841610849652910501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
sondeled-rorhandel-as-sondeled,map,Google Maps,https://maps.google.com/?cid=3256795940525301763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
pm-elektro-as-arendal,website,Offisiell nettside,https://www.pm-el.no/,2026-04-15,
pm-elektro-as-arendal,map,Google Maps,https://maps.google.com/?cid=11299591693784761128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
setesdal-elektro-as-bykle,website,Offisiell nettside,http://www.setesdalelektro.no/,2026-04-15,
setesdal-elektro-as-bykle,map,Google Maps,https://maps.google.com/?cid=4651835706721549766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
power-evje-evje,website,Offisiell nettside,https://www.power.no/,2026-04-15,
power-evje-evje,map,Google Maps,https://maps.google.com/?cid=2258773139499075793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
lyd-og-bilde-john-andersen-evje,map,Google Maps,https://maps.google.com/?cid=14662771760294734169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
setesdalnet-bykle,website,Offisiell nettside,https://www.setesdalnet.no/,2026-04-15,
setesdalnet-bykle,map,Google Maps,https://maps.google.com/?cid=13899705555630846120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
ks-service-as-evje,website,Offisiell nettside,http://www.ksserviceas.no/,2026-04-15,
ks-service-as-evje,map,Google Maps,https://maps.google.com/?cid=17350194885888408683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
knut-hovet-installasjonar-rysstad-rysstad,website,Offisiell nettside,http://www.hovet.com/,2026-04-15,
knut-hovet-installasjonar-rysstad-rysstad,map,Google Maps,https://maps.google.com/?cid=1607104643111919303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
mjaland-automatikk-evje,map,Google Maps,https://maps.google.com/?cid=1115924304805057055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
evtek-as-evje-evje,website,Offisiell nettside,http://evtek.no/,2026-04-15,
evtek-as-evje-evje,map,Google Maps,https://maps.google.com/?cid=17392483652013986191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2026-04-15,Kilde: Google Places API
